is_promoted,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
0,32352,Procurement,region_2,Master's & above,m,other,1,50,5,4,1,0,68
0,18000,Procurement,region_16,Bachelor's,f,sourcing,1,36,4,9,0,0,70
0,10710,Operations,region_22,Bachelor's,m,sourcing,1,29,5,3,0,0,57
0,62598,Finance,region_7,Below Secondary,f,other,1,24,3,2,0,0,52
0,38203,Operations,region_1,Bachelor's,m,other,1,28,3,2,0,0,57
0,18954,HR,region_22,Bachelor's,f,other,1,24,2,3,0,0,51
0,15790,Technology,region_2,Bachelor's,f,sourcing,1,53,3,24,0,0,82
0,50758,Finance,region_22,Bachelor's,m,sourcing,2,26,5,3,1,0,55
0,23972,Technology,region_7,Below Secondary,m,sourcing,2,24,3,2,1,0,82
0,64553,Operations,region_2,Bachelor's,m,sourcing,1,36,3,9,0,0,65
0,74238,Technology,region_5,Bachelor's,m,other,1,30,4,5,1,0,81
0,20124,Operations,region_26,Master's & above,m,other,1,35,5,8,1,0,58
1,70364,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3,2,1,1,96
0,40103,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,37,2,12,0,0,48
0,62603,Analytics,region_20,Bachelor's,m,other,1,28,3,2,0,0,85
1,65202,Finance,region_23,Master's & above,m,other,1,36,5,8,1,1,87
0,28152,Operations,region_4,Master's & above,f,other,1,31,5,7,1,0,60
0,38909,Sales & Marketing,region_16,Bachelor's,f,other,1,31,5,4,1,0,53
1,8688,Sales & Marketing,region_2,Bachelor's,m,other,1,40,4,13,1,0,48
0,70281,Sales & Marketing,region_30,Bachelor's,f,other,1,35,1,5,0,0,48
0,12053,Operations,region_31,Bachelor's,m,sourcing,1,45,3,18,0,0,60
0,60708,Sales & Marketing,region_7,Bachelor's,f,other,1,27,5,2,0,0,47
0,16155,Legal,region_32,Bachelor's,m,other,1,28,4,1,0,0,58
0,41369,Procurement,region_13,Bachelor's,m,sourcing,2,43,1,11,0,0,67
0,63669,Technology,region_22,Master's & above,m,sourcing,1,51,1,4,0,0,78
0,52567,Technology,region_13,Master's & above,f,other,1,34,5,4,1,0,79
0,65891,Technology,region_22,Bachelor's,f,other,1,27,4,3,1,0,83
0,39373,Technology,region_2,Bachelor's,f,other,1,60,5,7,0,0,82
0,15567,Operations,region_8,Master's & above,m,other,1,40,3,12,0,0,62
0,58176,HR,region_7,Master's & above,m,other,1,43,3,4,0,0,50
0,75305,Sales & Marketing,region_32,Bachelor's,f,other,1,29,3,3,0,0,49
0,6231,Legal,region_7,Bachelor's,m,other,1,37,3,5,0,0,58
0,15965,Sales & Marketing,region_26,Bachelor's,m,other,1,32,4,2,0,0,48
0,46578,Sales & Marketing,region_7,Bachelor's,f,other,1,30,5,3,0,0,50
0,43896,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,35,2,5,0,0,49
0,15219,Operations,region_11,Bachelor's,m,other,1,42,4,13,0,0,57
0,24330,Technology,region_34,Bachelor's,m,other,1,29,4,3,0,0,79
0,59322,HR,region_2,Bachelor's,m,sourcing,1,60,5,33,1,0,43
0,6082,Sales & Marketing,region_2,Bachelor's,m,other,1,60,5,6,1,0,50
0,73662,Operations,region_29,Master's & above,m,other,2,34,3,3,0,0,57
0,37445,Sales & Marketing,region_31,Master's & above,m,sourcing,1,51,3,12,0,0,47
0,21115,Technology,region_6,Bachelor's,f,other,1,26,3,6,0,0,88
0,43014,Sales & Marketing,region_31,Bachelor's,m,other,1,31,2,7,0,0,53
0,8696,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,30,3,4,1,1,48
0,61815,Procurement,region_28,Bachelor's,f,sourcing,1,26,3,3,0,0,72
0,65208,Operations,region_20,Bachelor's,f,sourcing,1,27,5,3,1,0,60
0,32708,Operations,region_4,Bachelor's,m,sourcing,1,34,4,4,0,0,59
0,77888,Technology,region_31,Bachelor's,m,sourcing,1,34,3,6,0,0,81
0,8838,Sales & Marketing,region_2,Bachelor's,f,other,1,31,4,8,1,0,49
1,70230,Finance,region_4,Bachelor's,m,sourcing,1,29,5,1,1,1,94
0,56087,Technology,region_13,Bachelor's,m,sourcing,1,37,2,5,0,0,81
0,31500,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,25,1,2,0,0,51
0,9009,Procurement,region_31,Bachelor's,m,other,1,38,4,2,0,0,70
0,31496,Analytics,region_22,Bachelor's,f,other,1,28,1,5,0,0,85
0,17439,Technology,region_13,Bachelor's,f,other,1,30,3,7,0,0,82
0,22302,Sales & Marketing,region_2,Master's & above,m,other,2,53,2,7,0,0,49
0,30415,Analytics,region_19,Bachelor's,m,sourcing,1,29,3,7,0,0,85
1,75918,Operations,region_2,Bachelor's,f,sourcing,1,31,3,3,0,1,85
0,47326,Operations,region_13,Master's & above,f,other,1,41,4,12,1,0,57
0,37250,Sales & Marketing,region_2,Master's & above,m,sourcing,1,43,2,3,0,0,45
1,75177,Operations,region_2,Bachelor's,m,sourcing,2,47,5,6,0,1,74
0,132,Sales & Marketing,region_28,Master's & above,m,other,1,45,2,14,0,0,49
0,35911,Technology,region_7,Master's & above,m,sourcing,1,45,3,5,1,0,77
0,1508,Operations,region_16,Bachelor's,f,sourcing,1,33,5,5,1,0,56
0,76313,Sales & Marketing,region_2,Master's & above,m,other,1,52,4,24,0,0,50
0,60300,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,2,2,0,0,49
0,30794,Sales & Marketing,region_15,Bachelor's,m,other,1,38,3,10,0,0,47
0,77107,Sales & Marketing,region_22,Bachelor's,f,other,1,29,3,7,0,0,53
0,18956,Procurement,region_16,Bachelor's,f,sourcing,1,34,3,6,0,0,72
0,13691,R&D,region_2,Bachelor's,m,other,1,31,4,6,0,0,87
0,71439,Operations,region_2,Bachelor's,f,sourcing,2,31,3,3,0,0,59
1,47289,Sales & Marketing,region_13,Bachelor's,m,other,1,58,3,9,0,0,66
0,1661,Analytics,region_27,Bachelor's,m,sourcing,1,29,4,2,1,0,85
0,24870,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,5,9,0,0,50
0,67632,Sales & Marketing,region_6,Bachelor's,m,other,1,31,1,4,0,0,47
0,71460,Analytics,region_13,Bachelor's,m,other,1,30,5,6,1,0,81
0,48914,Operations,region_7,Bachelor's,m,sourcing,1,43,3,7,0,0,64
0,24485,Technology,region_2,Master's & above,f,other,1,44,1,3,0,0,80
0,46647,Operations,region_2,Bachelor's,m,other,1,43,5,7,1,0,55
0,75315,Technology,region_14,Bachelor's,m,other,1,55,4,6,1,0,76
0,9138,Analytics,region_2,Master's & above,m,sourcing,1,50,3,18,0,0,82
0,21444,Sales & Marketing,region_13,Master's & above,m,other,2,40,3,8,0,0,49
0,22576,Technology,region_11,Master's & above,m,other,1,36,2,10,0,0,80
0,47406,Technology,region_2,Master's & above,m,other,1,51,3,6,1,0,76
0,33817,Procurement,region_5,Master's & above,m,sourcing,1,33,4,7,0,0,68
0,13456,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,5,6,0,0,49
0,21588,Operations,region_2,Bachelor's,m,sourcing,1,31,3,2,1,0,62
0,70704,Analytics,region_5,Bachelor's,m,sourcing,1,30,3,4,0,0,81
0,17318,Technology,region_15,Bachelor's,f,other,1,30,5,6,1,0,81
0,17706,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2,6,1,0,52
0,22254,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,36,3,11,1,0,51
0,50971,Procurement,region_2,Bachelor's,f,sourcing,2,30,3,3,1,0,70
0,19121,Technology,region_5,Bachelor's,m,other,1,41,5,3,1,0,75
0,37267,Sales & Marketing,region_2,Bachelor's,f,other,1,48,4,15,0,0,50
0,23680,Analytics,region_24,Bachelor's,m,other,2,31,5,4,0,0,80
0,69268,Technology,region_17,Bachelor's,m,other,1,36,4,9,1,0,76
0,58452,Operations,region_2,Bachelor's,m,other,2,34,5,4,1,0,60
0,43919,HR,region_22,Below Secondary,m,other,1,21,3,2,0,0,45
0,42381,Sales & Marketing,region_22,Bachelor's,m,other,2,36,3,8,0,0,50
0,76063,Technology,region_7,Bachelor's,m,other,1,37,5,2,1,0,79
0,57584,Sales & Marketing,region_15,Bachelor's,m,other,1,43,1,5,1,0,48
0,43756,Operations,region_7,Bachelor's,f,other,3,31,5,5,1,0,56
0,3974,Sales & Marketing,region_4,Master's & above,m,sourcing,6,37,1,8,0,0,52
0,74902,Sales & Marketing,region_31,Bachelor's,m,other,1,33,3,6,0,0,50
0,55942,Finance,region_31,Bachelor's,f,other,1,30,1,3,1,0,59
0,31577,Procurement,region_17,Bachelor's,f,sourcing,1,43,4,10,0,0,73
0,58007,R&D,region_26,Master's & above,m,sourcing,1,28,2,4,1,0,82
0,1,Analytics,region_7,Bachelor's,m,sourcing,2,29,3,5,0,0,85
0,31653,Procurement,region_31,Master's & above,m,sourcing,2,37,2,10,0,0,71
0,77570,Analytics,region_2,Bachelor's,m,other,1,42,3,3,0,0,84
0,44968,Legal,region_2,Bachelor's,f,other,1,30,3,5,1,0,54
0,60916,Technology,region_10,Master's & above,f,other,1,31,2,7,0,0,80
0,35605,Technology,region_31,Master's & above,m,sourcing,1,44,4,5,0,0,80
0,10461,Procurement,region_2,Bachelor's,m,other,1,25,2,2,0,0,68
0,30032,Technology,region_13,Bachelor's,m,sourcing,1,25,4,3,0,0,79
1,41841,HR,region_2,Master's & above,f,sourcing,1,56,5,7,0,0,96
0,78231,Operations,region_15,Bachelor's,m,sourcing,1,47,3,18,0,0,61
0,1412,Technology,region_31,Bachelor's,m,other,1,33,4,6,1,1,81
0,36055,Finance,region_31,Bachelor's,m,other,2,24,3,2,0,0,53
0,31231,Operations,region_11,Bachelor's,m,other,1,31,5,6,1,0,63
0,25468,Procurement,region_22,Master's & above,m,other,1,40,5,2,1,0,67
0,77873,Procurement,region_2,Master's & above,m,sourcing,1,55,3,13,0,0,70
0,30895,Sales & Marketing,region_7,Bachelor's,m,other,2,35,3,3,0,0,51
0,18562,Procurement,region_2,Bachelor's,m,sourcing,3,55,3,6,0,0,71
0,23609,Operations,region_2,Bachelor's,f,sourcing,1,32,3,6,1,0,59
0,30645,Operations,region_13,Bachelor's,m,other,1,43,5,5,1,0,59
0,18580,Operations,region_25,Bachelor's,m,sourcing,1,30,3,5,0,0,59
0,18093,Analytics,region_22,Bachelor's,f,sourcing,1,28,4,5,1,0,79
0,60940,Operations,region_32,Bachelor's,f,other,1,33,3,5,1,0,60
0,50538,Operations,region_15,Master's & above,m,sourcing,1,54,5,6,1,0,57
0,67064,Procurement,region_28,Bachelor's,f,sourcing,1,27,3,4,0,0,70
0,35414,Sales & Marketing,region_7,Master's & above,m,other,1,37,4,8,0,0,50
0,59504,Finance,region_2,Bachelor's,f,other,1,40,4,7,0,0,63
0,52243,Operations,region_8,Bachelor's,f,other,1,30,3,3,0,0,59
0,13925,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,56,1,17,0,0,53
1,208,Sales & Marketing,region_7,Master's & above,f,other,2,42,4,15,1,0,47
1,76693,HR,region_2,Bachelor's,m,other,1,56,4,4,0,0,65
0,41919,Sales & Marketing,region_13,Bachelor's,m,other,1,58,3,27,0,0,46
0,51796,Procurement,region_26,Bachelor's,m,other,1,42,4,12,0,0,65
0,54856,Sales & Marketing,region_14,Master's & above,m,other,1,38,3,7,0,0,46
0,48774,Operations,region_21,Bachelor's,m,sourcing,1,34,5,9,1,1,55
1,30634,Operations,region_6,Bachelor's,m,sourcing,1,26,5,2,1,0,62
1,63902,Analytics,region_22,Bachelor's,f,sourcing,1,27,4,2,1,0,88
0,12487,Operations,region_1,Bachelor's,m,sourcing,1,33,5,7,0,0,57
0,5186,Procurement,region_19,Master's & above,m,other,1,39,1,9,0,0,69
0,75423,Sales & Marketing,region_9,Bachelor's,m,other,1,24,4,2,1,0,44
0,4615,Procurement,region_4,Bachelor's,f,other,2,38,5,5,1,0,70
0,16247,Technology,region_4,Master's & above,f,sourcing,2,34,3,10,0,0,83
0,11826,Sales & Marketing,region_19,Bachelor's,m,other,1,41,1,16,0,0,50
0,77818,Technology,region_7,Master's & above,f,other,3,40,3,6,1,0,77
0,30767,Sales & Marketing,region_6,Bachelor's,f,other,1,28,4,4,1,0,52
0,60067,Analytics,region_8,Bachelor's,m,other,1,29,1,3,0,0,88
0,20201,Operations,region_15,Bachelor's,f,sourcing,2,31,5,7,1,0,62
0,76291,Sales & Marketing,region_2,Bachelor's,m,sourcing,7,32,4,3,0,0,47
1,51574,Operations,region_32,Bachelor's,f,sourcing,1,38,3,6,1,0,56
0,47370,Sales & Marketing,region_2,Master's & above,f,other,1,52,1,11,0,0,49
0,20415,Technology,region_2,Bachelor's,f,sourcing,2,51,4,7,0,0,81
0,61327,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,27,3,2,0,0,51
0,55707,Procurement,region_10,Master's & above,m,other,1,31,4,4,1,0,70
0,70038,Procurement,region_22,Bachelor's,m,other,3,27,3,2,0,0,71
0,4471,Operations,region_26,Bachelor's,f,sourcing,1,35,4,7,1,0,63
0,62727,HR,region_2,Master's & above,m,other,2,52,3,15,0,0,45
0,1695,Procurement,region_11,Bachelor's,m,other,1,28,4,4,1,1,66
0,9718,Sales & Marketing,region_11,Master's & above,m,other,1,41,1,5,0,0,49
1,76247,HR,region_27,Bachelor's,m,sourcing,1,26,5,3,1,0,50
0,61285,Finance,region_22,Bachelor's,m,sourcing,1,27,3,3,0,0,60
0,20399,Sales & Marketing,region_11,Bachelor's,m,other,1,31,4,6,1,0,45
0,52443,Sales & Marketing,region_13,Bachelor's,m,other,1,35,1,5,0,0,51
0,6346,Operations,region_15,Bachelor's,m,other,2,34,3,3,0,0,61
0,8942,Technology,region_17,Bachelor's,f,other,1,26,4,4,1,0,75
0,31119,Procurement,region_2,Bachelor's,m,sourcing,1,27,3,2,0,0,68
1,67591,Procurement,region_2,Master's & above,m,sourcing,1,39,3,7,1,0,66
0,53097,Technology,region_33,Bachelor's,m,sourcing,1,34,4,10,0,0,76
1,37216,Technology,region_15,Bachelor's,m,other,1,31,4,2,1,1,77
0,13880,Operations,region_13,Master's & above,f,sourcing,2,35,3,7,0,0,60
0,24829,Procurement,region_22,Bachelor's,m,sourcing,1,46,5,3,1,0,68
0,73809,Operations,region_22,Bachelor's,f,sourcing,1,24,2,2,1,0,56
0,29071,Sales & Marketing,region_11,Bachelor's,m,other,1,32,2,5,0,0,53
0,31122,Operations,region_27,Bachelor's,f,sourcing,1,25,4,2,1,0,63
0,9792,Sales & Marketing,region_30,Bachelor's,m,other,1,33,5,6,0,0,52
0,73490,Finance,region_15,Bachelor's,m,sourcing,1,31,4,2,0,0,60
0,43511,Procurement,region_22,Bachelor's,f,sourcing,2,29,5,2,1,0,70
0,10690,Sales & Marketing,region_2,Master's & above,m,other,3,51,2,12,0,0,54
0,66143,Operations,region_15,Bachelor's,m,referred,1,37,3,9,0,0,59
0,26021,HR,region_2,Master's & above,f,sourcing,1,51,3,5,0,0,50
0,35340,Operations,region_15,Master's & above,m,other,1,35,5,9,0,0,56
0,5028,HR,region_7,Master's & above,f,sourcing,1,36,5,4,1,0,44
0,21780,Sales & Marketing,region_13,Master's & above,m,other,2,35,1,4,0,0,50
1,3907,Procurement,region_22,Bachelor's,f,other,1,34,5,2,1,0,65
0,12604,Procurement,region_17,Bachelor's,f,other,1,39,3,3,0,0,69
1,21557,Sales & Marketing,region_13,Bachelor's,m,other,1,28,5,2,0,0,61
0,73710,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,41,3,5,0,0,51
0,34896,Operations,region_26,Bachelor's,m,other,1,32,3,2,0,0,61
0,34820,R&D,region_22,Master's & above,m,other,1,34,5,2,1,0,84
0,37338,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,27,5,2,1,0,51
0,37121,Operations,region_22,Bachelor's,f,other,1,42,5,4,0,0,61
0,38275,Sales & Marketing,region_21,Bachelor's,f,other,1,31,3,3,0,0,49
0,76613,Analytics,region_2,Master's & above,m,other,1,56,5,19,1,0,84
0,1233,Technology,region_1,Bachelor's,m,other,1,25,5,2,1,1,77
0,68965,Operations,region_22,Master's & above,m,referred,1,35,5,3,1,0,63
0,39058,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,2,11,0,0,56
0,47297,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,3,11,0,0,51
0,17213,R&D,region_22,Bachelor's,m,sourcing,1,27,4,3,1,0,87
0,41408,Technology,region_14,Bachelor's,m,sourcing,3,33,3,4,0,0,79
0,49392,Sales & Marketing,region_4,Master's & above,m,other,2,37,1,7,0,0,47
0,23315,Legal,region_2,Bachelor's,m,other,1,41,3,5,1,1,62
0,74186,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,2,7,0,0,45
0,69241,R&D,region_2,Master's & above,m,sourcing,3,37,5,7,1,0,87
0,32194,Technology,region_27,Bachelor's,f,sourcing,1,25,4,3,1,0,85
0,13122,Sales & Marketing,region_22,Bachelor's,m,other,1,43,2,2,1,0,50
0,34849,Operations,region_24,Bachelor's,f,sourcing,1,30,5,7,1,0,58
0,41248,Technology,region_7,Master's & above,m,sourcing,1,35,5,3,0,0,77
0,28943,Operations,region_12,Bachelor's,f,sourcing,1,33,3,5,1,0,58
0,67146,Sales & Marketing,region_2,Master's & above,m,other,1,35,1,3,1,0,50
0,72390,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,36,4,4,1,0,46
0,27912,Sales & Marketing,region_15,Bachelor's,f,other,1,45,1,4,0,0,52
0,19475,Technology,region_26,Bachelor's,f,other,1,30,1,2,0,0,79
0,59435,HR,region_31,Master's & above,f,sourcing,1,36,1,8,0,0,55
0,10708,Sales & Marketing,region_7,Bachelor's,f,other,1,41,1,10,0,0,56
0,3337,Sales & Marketing,region_22,Master's & above,m,other,1,40,3,7,1,0,48
0,60053,Procurement,region_13,Master's & above,m,sourcing,1,39,2,3,0,0,70
0,24343,Analytics,region_32,Bachelor's,m,other,1,28,3,6,0,0,84
0,41504,Technology,region_26,Bachelor's,f,other,1,38,1,11,0,0,83
0,14523,Analytics,region_32,Bachelor's,m,sourcing,1,27,3,2,0,0,88
0,17892,Procurement,region_27,Bachelor's,m,sourcing,2,31,3,3,0,0,65
0,76962,Analytics,region_25,Bachelor's,m,other,2,30,1,2,0,0,87
0,2736,Technology,region_22,Master's & above,m,other,3,39,3,4,0,0,79
0,59811,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,1,3,0,0,49
0,40951,Technology,region_29,Bachelor's,m,sourcing,1,27,3,2,0,0,82
0,73840,Operations,region_30,Bachelor's,m,other,1,33,4,3,0,0,58
0,43357,Sales & Marketing,region_31,Master's & above,m,sourcing,1,34,3,8,0,0,49
0,4370,Operations,region_26,Bachelor's,m,other,1,36,5,9,1,0,61
0,77065,Procurement,region_5,Bachelor's,m,other,1,25,3,4,0,0,72
0,48031,Operations,region_23,Bachelor's,m,sourcing,1,43,3,11,0,0,62
0,4590,Operations,region_2,Bachelor's,m,sourcing,2,46,3,16,0,0,63
0,9151,Technology,region_22,Master's & above,m,other,1,39,1,10,0,0,79
0,56089,Sales & Marketing,region_3,Bachelor's,m,other,1,43,3,4,0,0,45
0,20995,Sales & Marketing,region_10,Master's & above,m,other,1,41,4,6,0,0,50
0,68597,Technology,region_24,Bachelor's,m,other,1,28,1,4,0,0,78
0,416,Operations,region_16,Bachelor's,m,other,2,31,4,5,1,0,63
0,31658,Legal,region_27,Below Secondary,m,other,1,26,5,3,1,0,60
0,65396,Analytics,region_19,Bachelor's,m,sourcing,2,25,3,3,1,0,84
0,40161,Technology,region_22,Below Secondary,m,other,1,26,5,2,1,0,81
0,66995,Operations,region_4,Bachelor's,m,sourcing,1,48,5,7,1,0,60
0,43475,Operations,region_2,Bachelor's,f,other,1,48,3,8,1,0,58
0,40667,Procurement,region_2,Master's & above,m,sourcing,1,46,2,12,0,0,70
0,49250,Procurement,region_14,Bachelor's,m,other,1,30,4,10,1,0,66
0,73224,Operations,region_15,Bachelor's,f,sourcing,1,33,4,5,0,0,60
0,42803,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,43,3,5,0,0,45
0,70173,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,34,4,3,0,0,52
0,29904,HR,region_7,Bachelor's,m,other,1,40,2,10,0,0,51
0,3141,Operations,region_2,Master's & above,m,sourcing,2,46,5,18,1,0,60
0,747,Sales & Marketing,region_31,Master's & above,m,other,1,33,2,4,0,0,57
0,53775,Sales & Marketing,region_29,Bachelor's,m,other,1,29,2,8,1,0,51
0,11689,Operations,region_2,Master's & above,m,other,1,48,1,7,0,0,59
0,55778,HR,region_2,Master's & above,f,other,1,38,2,2,0,0,53
0,49582,Operations,region_19,Bachelor's,m,sourcing,1,42,4,5,0,0,64
0,22856,Sales & Marketing,region_28,Master's & above,m,sourcing,2,39,3,5,1,1,50
0,51852,Technology,region_20,Bachelor's,f,sourcing,1,32,2,3,0,0,82
0,59117,Operations,region_7,Bachelor's,m,sourcing,1,42,4,3,1,0,63
0,71113,Operations,region_6,Master's & above,m,other,1,35,4,3,1,0,61
0,13526,Finance,region_30,Bachelor's,f,other,1,29,3,6,1,0,62
1,63518,Sales & Marketing,region_4,Bachelor's,m,other,1,31,4,8,0,0,65
0,22343,Procurement,region_13,Master's & above,f,sourcing,1,47,3,19,0,0,67
0,13660,Sales & Marketing,region_16,Master's & above,m,other,1,33,5,3,0,0,51
0,42159,Technology,region_2,Master's & above,f,other,1,55,3,18,0,0,82
0,18094,Finance,region_22,Bachelor's,m,sourcing,1,29,1,4,1,0,61
0,77139,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,46,2,8,0,0,54
0,36126,Analytics,region_22,Bachelor's,m,referred,1,29,4,2,0,0,82
0,63484,Analytics,region_29,Master's & above,m,other,1,38,3,4,1,0,81
0,12133,Operations,region_2,Master's & above,m,other,1,42,5,5,1,0,62
0,64765,Operations,region_32,Master's & above,f,sourcing,1,32,3,2,0,0,53
0,42280,Finance,region_6,Bachelor's,f,other,1,28,3,2,0,0,57
0,16322,Analytics,region_27,Bachelor's,m,sourcing,1,35,5,4,0,0,83
0,61501,Operations,region_23,Bachelor's,m,other,1,27,4,3,1,0,56
0,48963,Procurement,region_26,Bachelor's,f,other,3,32,3,6,0,0,72
0,54142,Operations,region_22,Master's & above,m,other,1,47,3,16,0,0,56
0,62192,Procurement,region_26,Bachelor's,m,other,1,36,4,7,1,0,71
0,28968,R&D,region_13,Master's & above,m,sourcing,4,37,3,7,0,0,86
0,66212,Analytics,region_22,Bachelor's,m,other,4,27,3,2,1,0,86
0,75613,Operations,region_2,Bachelor's,f,other,1,30,3,3,1,0,61
0,37605,Procurement,region_13,Master's & above,m,other,2,46,4,6,0,0,75
0,66244,Operations,region_14,Master's & above,f,other,1,43,5,12,1,0,58
0,7008,Analytics,region_32,Bachelor's,m,other,2,29,2,2,0,0,82
0,63516,Analytics,region_2,Master's & above,m,other,1,52,5,3,0,0,89
0,69506,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,44,4,10,0,0,52
0,884,Analytics,region_7,Bachelor's,m,other,1,30,3,6,1,0,85
0,2541,Operations,region_7,Below Secondary,m,other,1,26,5,4,1,0,59
0,3759,Operations,region_22,Below Secondary,m,sourcing,1,26,1,3,1,1,58
1,6406,Analytics,region_22,Bachelor's,f,sourcing,1,26,5,3,1,0,93
0,72704,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,50,5,18,0,0,49
0,67720,Procurement,region_27,Bachelor's,m,sourcing,9,26,2,2,0,0,71
0,61970,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,3,5,0,0,47
0,46366,Technology,region_26,Master's & above,m,sourcing,1,36,1,6,0,0,83
1,33124,Operations,region_2,Master's & above,m,other,1,52,1,19,0,0,70
0,22042,Sales & Marketing,region_26,Bachelor's,m,other,1,43,3,11,1,0,54
0,63916,Procurement,region_15,Bachelor's,m,other,1,45,4,7,1,1,70
0,48524,Procurement,region_7,Master's & above,f,other,1,55,3,24,0,0,66
0,60873,Technology,region_2,Bachelor's,m,sourcing,2,32,3,7,1,0,80
0,11858,Operations,region_19,Bachelor's,m,sourcing,1,40,3,4,0,0,57
0,46336,Finance,region_13,Bachelor's,m,other,1,24,5,2,0,0,64
0,75125,Finance,region_5,Bachelor's,m,sourcing,1,28,3,4,0,0,58
0,28743,Operations,region_2,Bachelor's,f,sourcing,1,53,5,3,0,0,56
0,13583,R&D,region_11,Bachelor's,m,other,1,29,3,3,1,0,88
0,42641,Sales & Marketing,region_2,Master's & above,m,sourcing,1,40,3,2,0,0,53
0,959,Operations,region_2,Master's & above,m,sourcing,3,39,3,2,0,0,62
0,62587,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,35,5,7,1,0,51
0,14962,Procurement,region_4,Master's & above,f,other,1,36,1,8,0,0,70
0,18583,Finance,region_13,Master's & above,f,sourcing,1,33,5,4,0,0,62
0,12931,Legal,region_22,Bachelor's,m,sourcing,1,31,2,2,0,0,60
1,40649,Technology,region_13,Bachelor's,f,other,2,29,1,4,1,0,78
0,17834,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,25,1,1,0,0,44
0,73399,Technology,region_7,Bachelor's,f,sourcing,1,34,3,7,1,0,81
0,43161,Sales & Marketing,region_2,Bachelor's,f,other,1,41,1,5,1,1,51
0,23830,Legal,region_2,Bachelor's,m,other,1,46,5,5,1,0,57
0,6592,Sales & Marketing,region_28,Master's & above,f,other,1,34,5,8,0,0,52
0,19931,Operations,region_4,Bachelor's,m,other,1,31,3,6,0,0,61
0,68292,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,25,3,3,0,0,50
0,40966,Analytics,region_22,Bachelor's,m,referred,1,28,3,5,1,0,81
0,43988,Technology,region_2,Bachelor's,m,other,1,31,1,4,0,0,77
0,47315,Procurement,region_19,Bachelor's,m,sourcing,1,33,1,3,0,0,70
0,42870,Operations,region_19,Bachelor's,m,other,1,48,4,4,1,0,61
0,5426,Procurement,region_31,Bachelor's,m,other,1,32,5,4,1,0,71
0,65231,Legal,region_31,Bachelor's,m,other,1,33,3,6,0,0,54
0,54467,Operations,region_8,Master's & above,m,sourcing,2,40,5,4,1,0,62
0,41143,Analytics,region_22,Bachelor's,m,sourcing,2,27,3,5,1,0,82
0,76670,Procurement,region_2,Master's & above,f,other,2,44,3,9,0,0,67
0,8153,Analytics,region_7,Master's & above,m,other,1,32,5,6,1,0,85
0,25708,Technology,region_2,Bachelor's,m,referred,2,25,4,2,1,0,79
0,69481,Sales & Marketing,region_22,Master's & above,m,sourcing,2,33,2,5,0,0,48
0,30996,HR,region_15,Bachelor's,m,other,1,30,3,6,0,0,51
0,13408,Sales & Marketing,region_2,Bachelor's,m,other,1,39,4,12,0,0,51
0,12938,Analytics,region_6,Bachelor's,m,other,1,32,5,6,1,0,81
0,62528,Technology,region_10,Master's & above,m,other,1,43,1,12,0,0,81
0,45757,Sales & Marketing,region_11,Master's & above,m,other,2,34,1,4,0,0,51
0,1712,Operations,region_13,Master's & above,f,sourcing,1,33,4,6,0,0,62
0,15055,Sales & Marketing,region_25,Bachelor's,m,other,1,25,4,2,0,0,46
1,11979,Sales & Marketing,region_1,Bachelor's,m,other,1,31,2,3,1,0,48
0,31121,R&D,region_10,Bachelor's,m,sourcing,1,30,3,2,0,0,88
0,26446,Procurement,region_7,Bachelor's,f,sourcing,1,23,3,2,0,0,70
0,53860,Operations,region_7,Master's & above,m,other,1,57,5,6,1,0,54
0,1158,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,3,8,0,0,54
0,9127,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,2,1,0,0,46
